antecedents,consequents,support,confidence,lift
"frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})",frozenset({'Office Chair - Furniture'}),0.01639344262295082,1.0,8.714285714285714
frozenset({'Office Chair - Furniture'}),"frozenset({'Laptop - Electronics', 'Sunglasses - Fashion'})",0.01639344262295082,0.14285714285714285,8.714285714285714
frozenset({'Laptop - Electronics'}),"frozenset({'Office Chair - Furniture', 'Sunglasses - Fashion'})",0.01639344262295082,1.0,61.0
frozenset({'Sunglasses - Fashion'}),"frozenset({'Office Chair - Furniture', 'Laptop - Electronics'})",0.01639344262295082,0.33333333333333337,20.333333333333336
"frozenset({'Self-Help Book - Books', ""Men's Leather Jacket - Fashion""})",frozenset({'Office Chair - Furniture'}),0.01639344262295082,1.0,8.714285714285714
"frozenset({'Self-Help Book - Books', 'Office Chair - Furniture'})","frozenset({""Men's Leather Jacket - Fashion""})",0.01639344262295082,1.0,30.5
"frozenset({'Office Chair - Furniture', ""Men's Leather Jacket - Fashion""})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
frozenset({'Self-Help Book - Books'}),"frozenset({'Office Chair - Furniture', ""Men's Leather Jacket - Fashion""})",0.01639344262295082,0.11111111111111112,6.777777777777778
"frozenset({""Men's Leather Jacket - Fashion""})","frozenset({'Self-Help Book - Books', 'Office Chair - Furniture'})",0.01639344262295082,0.5,30.5
frozenset({'Office Chair - Furniture'}),"frozenset({'Self-Help Book - Books', ""Men's Leather Jacket - Fashion""})",0.01639344262295082,0.14285714285714285,8.714285714285714
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
